hotel_name,reg,state,types,cus_name,phone_no,emel,customer_rating,membership,payment_method,resv_status,meal,assgn_room,cus_seg,room_type,adult,(child),dis_channel,price,nights,package_,gross,disc,disc_amt,sales,dep,d_s,arrival_date,depature_date,ADR,Sales Person,pos,comm_pay,customer_review
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Samantha Hall,814041608269,Samantha_Hall@hotmail.com,3,Gold,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,11,220,6.050,5%,303,5.968,300,Refunded,7/11/2024,18/11/2024,"31,45",Leo,Sales Manager,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Ryan White,307062303417,Ryan.W@yandex.com,4,Gold,Online Transfer,Check0Out,BB,A,Individual,Studio,3,0,Booking.com,1.650,12,720,19.800,5%,990,19.530,300,Refunded,10/10/2024,22/10/2024,48,Leo,Sales Manager,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Thomas Blankenship,878034100608,TBlankenship@outlook.com,3,Platinum,Online Transfer,Check0Out,BB,A,Family,Royal Suite,3,2,Booking.com,1.800,3,300,5.400,10%,540,5.160,300,Refunded,26/2/2024,29/2/2024,"40,5",Amy,Sales Executive,30,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Matthew Obrien,415032907071,Obrien_Matthew82@yandex.com,2,Gold,Credit Card,Check0Out,BB,D,Individual,Studio,3,0,Agoda,1.650,8,480,13.200,5%,660,13.020,300,Refunded,14/7/2024,22/7/2024,"60,64",Amy,Sales Executive,25,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Terry Mercado,619020500117,Terry.M@mail.com,4,Platinum,Cash,Check0Out,BB,A,Corporate,Studio,3,0,Booking.com,1.650,1,60,1.650,10%,165,1.545,300,Refunded,24/8/2024,25/8/2024,48,Leo,Sales Manager,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Christopher Jones,648052105957,Christopher.Jones@mail.com,5,Gold,Cash,Check0Out,BB,G,Corporate,Single Room,1,0,Booking.com,550,5,100,2.750,5%,138,2.713,300,Refunded,24/6/2024,29/6/2024,93,Derek,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Amanda Smith,348050604947,Smith_Amanda@verizon.com,2,Gold,Credit Card,Check0Out,BB,A,Individual,Studio,3,1,Agoda,1.650,13,1.040,21.450,5%,1.073,21.418,300,Refunded,22/11/2024,5/12/2024,56,Amy,Sales Executive,25,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Tiffany Roberts,246068709052,TiffanyRoberts@protonmail.com,3,Gold,Credit Card,Check0Out,BB,A,Family,Studio,3,0,Direct,1.650,16,960,26.400,5%,1.320,26.040,300,Refunded,24/5/2024,9/6/2024,0,Amy,Sales Executive,25,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Brandi Silva PhD,788056502083,Brandi_PhD@verizon.com,3,Platinum,Credit Card,Check0Out,BB,A,Individual,Studio,3,0,Direct,1.650,5,300,8.250,10%,825,7.725,300,Refunded,25/2/2024,1/3/2024,56,Derek,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Todd Davis,511039609752,Todd_Davis67@aol.com,2,Gold,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Direct,550,3,60,1.650,5%,83,1.628,300,Refunded,23/9/2024,26/9/2024,0,Derek,Sales Executive,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Erika Allen,961089607204,EAllen41@gmail.com,5,Gold,Credit Card,Check0Out,BB,G,Family,Studio,3,1,Booking.com,1.650,11,880,18.150,5%,908,18.123,300,Refunded,1/6/2024,12/6/2024,93,Leo,Sales Manager,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Robert Gonzalez,618071908502,Robert_G@yahoo.com,4,Platinum,Credit Card,Check0Out,BB,D,Corporate,Deluxe Room,2,0,Agoda,650,16,640,10.400,10%,1.040,10.000,300,Refunded,10/6/2024,26/6/2024,32,Derek,Sales Executive,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Carrie Miles,627022902622,CMiles@outlook.com,2,Platinum,Credit Card,Check0Out,HB,A,Individual,Studio,3,0,Agoda,1.650,5,300,8.250,10%,825,7.725,300,Refunded,7/6/2024,12/6/2024,38,Amy,Sales Executive,25,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Lindsay Smith,340000109700,Lindsay_Smith@verizon.com,4,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Booking.com,650,3,120,1.950,10%,195,1.875,300,Refunded,15/11/2024,18/11/2024,"40,68",Derek,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Brandon Clark,772015806084,Clark.Brandon@mail.com,3,Gold,Online Transfer,Check0Out,BB,G,Family,Studio,3,1,Direct,1.650,5,400,8.250,5%,413,8.238,300,Refunded,3/6/2024,8/6/2024,"102,33",Leo,Sales Manager,25,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Emily Warren,733057002207,EmilyWarren@verizon.com,4,Platinum,Cash,Check0Out,BB,D,Individual,Studio,3,0,Booking.com,1.650,9,540,14.850,10%,1.485,13.905,300,Refunded,28/11/2024,7/12/2024,"33,3",Derek,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Rodney Murray,370072100772,RMurray57@zoho.com,4,Gold,Credit Card,Check0Out,BB,E,Individual,Studio,3,0,Agoda,1.650,3,180,4.950,5%,248,4.883,300,Refunded,29/11/2024,2/12/2024,"61,2",Leo,Sales Manager,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Kim Burgess,368056909466,Kim_B@att.com,3,Gold,Cash,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Booking.com,650,12,480,7.800,5%,390,7.890,300,Refunded,4/6/2024,16/6/2024,30,Derek,Sales Executive,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Stephanie Hernandez,836043604558,SHernandez23@yahoo.com,4,Gold,Cash,Check0Out,BB,A,Family,Deluxe Room,2,2,Booking.com,650,1,80,650,5%,33,698,300,Refunded,14/3/2024,15/3/2024,48,Leo,Sales Manager,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Sara Pitts,169069100185,SaraPitts70@gmail.com,3,Gold,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,10,200,5.500,5%,275,5.425,300,Refunded,12/4/2024,22/4/2024,53,Amy,Sales Executive,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Alexander Allen,644025707424,Alexander.Allen80@yahoo.com,5,Gold,Cash,Check0Out,BB,A,Family,Studio,3,0,Direct,1.650,13,780,21.450,5%,1.073,21.158,300,Refunded,17/5/2024,30/5/2024,29,Derek,Sales Executive,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,James Kent,505017200623,Kent.James@outlook.com,3,Platinum,Online Transfer,Check0Out,HB,A,Family,Studio,3,0,Booking.com,1.650,14,840,23.100,10%,2.310,21.630,300,Refunded,9/1/2024,23/1/2024,80,Leo,Sales Manager,25,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Jacqueline Bean DVM,794052001245,Jacqueline.D17@gmail.com,5,Gold,Credit Card,Check0Out,BB,G,Individual,Deluxe Room,1,2,Agoda,650,14,840,9.100,5%,455,9.485,300,Refunded,15/6/2024,29/6/2024,20,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Crystal Villanueva,556074907984,Villanueva.Crystal@protonmail.com,3,Platinum,Cash,Check0Out,BB,C,Corporate,Deluxe Room,2,0,Booking.com,650,12,480,7.800,10%,780,7.500,300,Refunded,3/4/2024,15/4/2024,"65,65",Leo,Sales Manager,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Phillip Cox,421034307959,Phillip_Cox80@gmail.com,3,Platinum,Online Transfer,Check0Out,HB,A,Corporate,Single Room,1,0,Agoda,550,12,240,6.600,10%,660,6.180,300,Refunded,19/5/2024,31/5/2024,55,Amy,Sales Executive,15,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Jeffrey Gomez,222042305533,JeffreyGomez@gmail.com,2,Gold,Cash,Check0Out,HB,A,Corporate,Single Room,1,0,Direct,550,10,200,5.500,5%,275,5.425,300,Refunded,31/7/2024,10/8/2024,55,Amy,Sales Executive,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Faith Grant,328019008186,Faith.G@verizon.com,5,Platinum,Credit Card,Check0Out,BB,A,Family,Deluxe Room,2,1,Booking.com,650,3,180,1.950,10%,195,1.935,300,Refunded,3/10/2024,6/10/2024,25,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Matthew Campos,614046501738,Matthew.C@xfinity.com,4,Platinum,Credit Card,Check0Out,HB,A,Corporate,Single Room,1,0,Booking.com,550,8,160,4.400,10%,440,4.120,300,Refunded,4/11/2024,12/11/2024,55,Amy,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jesse Clark,330055806632,JesseClark71@yandex.com,2,Gold,Online Transfer,Check0Out,HB,A,Corporate,Studio,3,0,Direct,1.650,13,780,21.450,5%,1.073,21.158,300,Refunded,2/8/2024,15/8/2024,55,Derek,Sales Executive,25,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Amanda Ramos,871002106177,Amanda.R@gmail.com,5,Platinum,Credit Card,Check0Out,BB,E,Family,Studio,3,0,Booking.com,1.650,14,840,23.100,10%,2.310,21.630,300,Refunded,14/2/2024,28/2/2024,"59,4",Amy,Sales Executive,25,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,David Johns,270050202316,David_J33@protonmail.com,4,Platinum,Credit Card,Check0Out,BB,A,Family,Single Room,1,1,Agoda,550,12,480,6.600,10%,660,6.420,300,Refunded,5/6/2024,17/6/2024,43,Amy,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Melissa Kim,111092308949,Kim_Melissa@gmail.com,4,Gold,Cash,Check0Out,BB,G,Family,Studio,3,0,Booking.com,1.650,13,780,21.450,5%,1.073,21.158,300,Refunded,20/4/2024,3/5/2024,"77,4",Derek,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Michelle Ruiz,353009605858,MichelleRuiz@hotmail.com,5,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,5,100,2.750,10%,275,2.575,300,Refunded,5/8/2024,10/8/2024,60,Amy,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Matthew Cochran,647094400810,Matthew.C@hotmail.com,4,Gold,Cash,Check0Out,BB,A,Corporate,Studio,3,0,Direct,1.650,1,60,1.650,5%,83,1.628,300,Refunded,18/4/2024,19/4/2024,30,Derek,Sales Executive,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Jessica Callahan,711001206909,Jessica.C@aol.com,2,Gold,Credit Card,Check0Out,BB,A,Family,Deluxe Room,2,2,Direct,650,10,800,6.500,5%,325,6.975,300,Refunded,21/12/2024,31/12/2024,"25,65",Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Haley Bell,608054009502,HBell@gmail.com,3,Gold,Credit Card,Check0Out,BB,E,Corporate,Single Room,1,0,Direct,550,7,140,3.850,5%,193,3.798,300,Refunded,17/1/2024,24/1/2024,"42,5",Amy,Sales Executive,15,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Courtney Baker,117091101636,CBaker@att.com,2,Platinum,Credit Card,Check0Out,BB,A,Family,Studio,3,0,Booking.com,1.650,16,960,26.400,10%,2.640,24.720,300,Refunded,30/7/2024,15/8/2024,"37,54",Derek,Sales Executive,25,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Jennifer Cunningham,464035208761,Cunningham_Jennifer@aol.com,3,Gold,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Direct,650,11,440,7.150,5%,358,7.233,300,Refunded,17/3/2024,28/3/2024,39,Leo,Sales Manager,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Elizabeth Joseph,262028201087,ElizabethJoseph@yahoo.com,3,Platinum,Cash,Check0Out,BB,A,Family,Deluxe Room,1,2,Booking.com,650,11,660,7.150,10%,715,7.095,300,Refunded,12/9/2024,23/9/2024,"43,33",Derek,Sales Executive,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Michael Sanchez,874078107565,MichaelSanchez@gmail.com,2,Platinum,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,12,240,6.600,10%,660,6.180,300,Refunded,19/11/2024,1/12/2024,"37,54",Leo,Sales Manager,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jeremy Vasquez,333091209026,Jeremy.V@protonmail.com,2,Gold,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Booking.com,650,4,160,2.600,5%,130,2.630,300,Refunded,26/10/2024,30/10/2024,"37,8",Leo,Sales Manager,20,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Tiffany Scott,290055607118,Scott.Tiffany63@aol.com,3,Gold,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Direct,550,10,200,5.500,5%,275,5.425,300,Refunded,13/7/2024,23/7/2024,"32,01",Amy,Sales Executive,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Elizabeth Norton,257090801625,Elizabeth_Norton98@yahoo.com,5,Platinum,Cash,Check0Out,BB,A,Family,Deluxe Room,2,2,Direct,650,10,800,6.500,10%,650,6.650,300,Refunded,29/11/2024,9/12/2024,"43,33",Derek,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Shari Newman,144030504400,Newman.Shari@yahoo.com,4,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Direct,650,6,240,3.900,10%,390,3.750,300,Refunded,14/1/2024,20/1/2024,"37,54",Derek,Sales Executive,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Susan Smith,162072406299,Smith_Susan@hotmail.com,3,Platinum,Online Transfer,Check0Out,BB,D,Family,Studio,3,0,Agoda,1.650,13,780,21.450,10%,2.145,20.085,300,Refunded,17/3/2024,30/3/2024,"62,86",Derek,Sales Executive,25,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Cynthia Ortiz,871051403264,Cynthia.Ortiz@gmail.com,5,Gold,Online Transfer,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,8,160,4.400,5%,220,4.340,300,Refunded,17/1/2024,25/1/2024,"43,33",Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Michael Bauer,587029404548,Michael_Bauer@outlook.com,2,Gold,Credit Card,Check0Out,HB,D,Individual,Deluxe Room,1,2,Agoda,650,4,240,2.600,5%,130,2.710,300,Refunded,9/2/2024,13/2/2024,"82,73",Leo,Sales Manager,20,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Angela Adkins,526048903772,AAdkins@comcast.net,4,Gold,Credit Card,Check0Out,HB,A,Corporate,Studio,3,0,Booking.com,1.650,12,720,19.800,5%,990,19.530,300,Refunded,18/7/2024,30/7/2024,80,Leo,Sales Manager,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Samantha Johnson,392034103690,SamanthaJohnson77@gmail.com,2,Platinum,Cash,Check0Out,BB,D,Corporate,Single Room,1,0,Agoda,550,8,160,4.400,10%,440,4.120,300,Refunded,24/2/2024,3/3/2024,"70,17",Leo,Sales Manager,15,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Edward Sosa,671042108696,EdwardSosa92@comcast.net,2,Gold,Credit Card,Check0Out,BB,A,Family,Studio,3,0,Booking.com,1.650,7,420,11.550,5%,578,11.393,300,Refunded,3/12/2024,10/12/2024,40,Derek,Sales Executive,25,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,David Chandler MD,229032701792,DMD44@outlook.com,5,Platinum,Online Transfer,Check0Out,BB,E,Family,Studio,3,1,Direct,1.650,10,800,16.500,10%,1.650,15.650,300,Refunded,24/7/2024,3/8/2024,68,Derek,Sales Executive,25,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Stephanie Patrick,268055509847,SPatrick@verizon.com,4,Gold,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Direct,550,13,260,7.150,5%,358,7.053,300,Refunded,26/2/2024,10/3/2024,60,Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Sarah Cannon,745051406298,SCannon@yahoo.com,2,Gold,Cash,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Agoda,650,16,640,10.400,5%,520,10.520,300,Refunded,27/10/2024,12/11/2024,60,Leo,Sales Manager,20,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Justin Rodriguez,232053101902,Rodriguez_Justin29@hotmail.com,3,Platinum,Cash,Check0Out,FB,D,Corporate,Deluxe Room,2,0,Booking.com,650,5,200,3.250,10%,325,3.125,300,Refunded,24/2/2024,29/2/2024,"67,4",Amy,Sales Executive,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Steven Hayes,970049205519,Steven.H99@yahoo.com,3,Gold,Online Transfer,Check0Out,BB,H,Individual,Deluxe Room,2,2,Direct,650,12,960,7.800,5%,390,8.370,300,Refunded,22/2/2024,5/3/2024,96,Derek,Sales Executive,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Elizabeth Meyers,674096406226,ElizabethMeyers@gmail.com,3,Gold,Cash,Check0Out,BB,A,Individual,Studio,3,0,Direct,1.650,12,720,19.800,5%,990,19.530,300,Refunded,28/4/2024,10/5/2024,29,Leo,Sales Manager,25,Good
"Lexis Suites, Penang",North,Penang,City Hotel,John Thomas,185026700350,John.Thomas@outlook.com,5,Platinum,Online Transfer,Check0Out,FB,D,Family,Studio,3,0,Agoda,1.650,5,300,8.250,10%,825,7.725,300,Refunded,13/5/2024,18/5/2024,"73,4",Amy,Sales Executive,25,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Zachary Miller,604033208768,Zachary_Miller@mail.com,5,Platinum,Cash,Check0Out,BB,C,Family,Studio,3,0,Direct,1.650,9,540,14.850,10%,1.485,13.905,300,Refunded,21/7/2024,30/7/2024,"71,28",Derek,Sales Executive,25,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Shannon Miller,521075000169,Shannon_Miller@hotmail.com,4,Gold,Online Transfer,Check0Out,BB,H,Family,Single Room,1,1,Booking.com,550,12,480,6.600,5%,330,6.750,300,Refunded,22/4/2024,4/5/2024,"110,6",Derek,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Beth Garcia,204029907353,Beth_Garcia@zoho.com,3,Platinum,Cash,Check0Out,BB,H,Corporate,Single Room,1,0,Agoda,550,8,160,4.400,10%,440,4.120,300,Refunded,20/5/2024,28/5/2024,"106,4",Leo,Sales Manager,15,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Mr. Rick Moore,691040003998,Mr.Moore@gmail.com,3,Gold,Cash,Check0Out,BB,E,Corporate,Single Room,1,0,Booking.com,550,8,160,4.400,5%,220,4.340,300,Refunded,24/10/2024,1/11/2024,"43,25",Amy,Sales Executive,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Paul Rodriguez,411096809404,Paul_R95@protonmail.com,5,Gold,Cash,Check0Out,FB,A,Corporate,Deluxe Room,2,0,Booking.com,650,5,200,3.250,5%,163,3.288,300,Refunded,9/2/2024,14/2/2024,105,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Nicole Sloan,276079205952,Sloan_Nicole@verizon.com,5,Gold,Credit Card,Check0Out,HB,A,Family,Deluxe Room,1,2,Agoda,650,3,180,1.950,5%,98,2.033,300,Refunded,13/9/2024,16/9/2024,"70,91",Derek,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Melanie Jarvis,239040206171,Melanie.Jarvis65@yandex.com,4,Gold,Cash,Check0Out,BB,A,Family,Studio,3,0,Booking.com,1.650,3,180,4.950,5%,248,4.883,300,Refunded,18/6/2024,21/6/2024,"40,11",Derek,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Sarah Wilson,678031609732,Sarah.Wilson82@yandex.com,3,Gold,Cash,Check0Out,BB,A,Family,Studio,3,0,Direct,1.650,1,60,1.650,5%,83,1.628,300,Refunded,26/7/2024,27/7/2024,"40,11",Amy,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,April Parsons,996068701867,April_Parsons@verizon.com,3,Gold,Cash,Check0Out,BB,A,Corporate,Studio,3,0,Agoda,1.650,10,600,16.500,5%,825,16.275,300,Refunded,17/7/2024,27/7/2024,48,Amy,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Tonya Love,246040902763,Tonya_L@aol.com,3,Platinum,Online Transfer,Check0Out,BB,A,Family,Single Room,1,1,Agoda,550,5,200,2.750,10%,275,2.675,300,Refunded,1/12/2024,6/12/2024,60,Leo,Sales Manager,15,Good
"Lexis Suites, Penang",North,Penang,City Hotel,James Jones,888072008555,JamesJones@aol.com,2,Platinum,Cash,Check0Out,BB,E,Corporate,Single Room,1,0,Direct,550,13,260,7.150,10%,715,6.695,300,Refunded,12/9/2024,25/9/2024,"77,25",Leo,Sales Manager,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Beth Shah,689023304256,Beth.Shah@yahoo.com,2,Gold,Online Transfer,Check0Out,BB,D,Corporate,Single Room,1,0,Direct,550,11,220,6.050,5%,303,5.968,300,Refunded,17/11/2024,28/11/2024,0,Amy,Sales Executive,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Belinda Berry,555094104973,BBerry@protonmail.com,5,Gold,Cash,Check0Out,BB,D,Corporate,Studio,3,0,Agoda,1.650,15,900,24.750,5%,1.238,24.413,300,Refunded,10/8/2024,25/8/2024,0,Leo,Sales Manager,25,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Sandra Taylor,600034701618,SandraTaylor@comcast.net,5,Platinum,Online Transfer,Check0Out,BB,E,Family,Single Room,1,1,Booking.com,550,10,400,5.500,10%,550,5.350,300,Refunded,5/3/2024,15/3/2024,"55,63",Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Angela Richards,314087200556,Richards_Angela54@yandex.com,5,Gold,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Direct,550,4,80,2.200,5%,110,2.170,300,Refunded,23/5/2024,27/5/2024,"67,25",Leo,Sales Manager,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Kristen Lopez,347044200494,KLopez@yandex.com,3,Platinum,Online Transfer,Check0Out,HB,D,Individual,Studio,3,0,Agoda,1.650,3,180,4.950,10%,495,4.635,300,Refunded,11/2/2024,14/2/2024,"96,8",Derek,Sales Executive,25,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Alexander Martin,658086108288,AlexanderMartin@aol.com,2,Platinum,Cash,Check0Out,HB,D,Corporate,Deluxe Room,2,0,Direct,650,8,320,5.200,10%,520,5.000,300,Refunded,15/8/2024,23/8/2024,"96,8",Amy,Sales Executive,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Brittany Moss,287055601840,Moss_Brittany@aol.com,3,Gold,Cash,Check0Out,BB,D,Family,Studio,3,1,Direct,1.650,11,880,18.150,5%,908,18.123,300,Refunded,23/6/2024,4/7/2024,37,Leo,Sales Manager,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Tina Campbell MD,938056200995,Tina.MD@xfinity.com,4,Gold,Cash,Check0Out,BB,A,Corporate,Studio,3,0,Direct,1.650,2,120,3.300,5%,165,3.255,300,Refunded,5/8/2024,7/8/2024,"39,27",Amy,Sales Executive,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Sheila Moss,273055504023,Sheila.Moss@zoho.com,5,Gold,Credit Card,Check0Out,BB,A,Individual,Studio,3,0,Booking.com,1.650,12,720,19.800,5%,990,19.530,300,Refunded,3/5/2024,15/5/2024,"42,69",Derek,Sales Executive,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jacob Moyer,928056901575,Moyer.Jacob@verizon.com,2,Platinum,Cash,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Booking.com,650,5,200,3.250,10%,325,3.125,300,Refunded,8/1/2024,13/1/2024,"42,69",Amy,Sales Executive,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Barbara Wilson,250063806524,BarbaraWilson@protonmail.com,4,Platinum,Credit Card,Check0Out,BB,A,Individual,Single Room,1,1,Booking.com,550,2,80,1.100,10%,110,1.070,300,Refunded,4/3/2024,6/3/2024,"42,69",Derek,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Ana Johnson,225049703558,Ana.Johnson99@hotmail.com,5,Platinum,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,9,180,4.950,10%,495,4.635,300,Refunded,14/8/2024,23/8/2024,48,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Christy Neal,613092306173,Christy.N@comcast.net,5,Platinum,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,3,60,1.650,10%,165,1.545,300,Refunded,29/11/2024,2/12/2024,48,Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Miguel Gentry,740049107599,MiguelGentry@xfinity.com,2,Platinum,Credit Card,Check0Out,HB,A,Individual,Studio,3,0,Booking.com,1.650,2,120,3.300,10%,330,3.090,300,Refunded,19/5/2024,21/5/2024,"70,4",Amy,Sales Executive,25,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Elizabeth Brown,129058306385,Brown_Elizabeth27@hotmail.com,3,Platinum,Online Transfer,Check0Out,BB,D,Individual,Royal Suite,3,2,Direct,1.800,10,1.000,18.000,10%,1.800,17.200,300,Refunded,22/9/2024,2/10/2024,"61,67",Leo,Sales Manager,30,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,James Wise,886096606563,James.Wise@hotmail.com,5,Platinum,Online Transfer,Check0Out,HB,A,Individual,Studio,3,0,Booking.com,1.650,13,780,21.450,10%,2.145,20.085,300,Refunded,17/12/2024,30/12/2024,"70,4",Amy,Sales Executive,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Eric Owens,213045501877,Eric.Owens63@outlook.com,4,Platinum,Online Transfer,Check0Out,HB,A,Corporate,Deluxe Room,2,0,Agoda,650,6,240,3.900,10%,390,3.750,300,Refunded,31/10/2024,6/11/2024,"70,4",Derek,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Desiree Torres,931005601213,DesireeTorres42@protonmail.com,3,Platinum,Cash,Check0Out,HB,E,Corporate,Single Room,1,0,Direct,550,9,180,4.950,10%,495,4.635,300,Refunded,5/1/2024,14/1/2024,"110,2",Derek,Sales Executive,15,Good
